set,block,dsp_us,cycle_us,input_cycles,comp_cycles,harmony_cycles,delay_cycles,reverb_cycles,master_cycles,new_grains,active_grains,source_grains,grain_samples,model_lookups,model_expensive,model_warp_us,formant_changed,pitch_changed,track_state,fallback,recovery,fir_computed,fir_reused,deferred_slices,psola_sched_cycles,psola_addgrain_cycles,psola_deferred_cycles,psola_mark_cycles,psola_desc_cycles,psola_near_cycles,psola_poly_cycles,psola_gn_cycles
miss,10519,2472,3308,6423,56471,714967,12992,25415,5419,3,3,0,1209,3,1,535.36,1,0,2,1,0,0,0,3,355218,297388,121722,27454,10482,41967,4164,31972
miss,10809,2437,3230,6483,56192,695741,12735,25087,5363,3,3,0,1071,3,1,508.41,1,0,2,1,0,0,0,3,340092,290090,121067,26240,13165,42974,3008,23152
miss,11328,2321,3167,6507,1851,670225,23220,34491,5363,2,2,0,1054,2,1,497.63,1,0,2,1,0,0,0,2,323080,274283,103976,24255,10554,39209,5760,20394
miss,11747,2521,3360,6491,56359,728633,13063,25139,5381,3,3,0,1263,3,2,570.32,1,0,2,1,0,0,0,3,366882,314470,118791,25784,10451,45427,4807,37116
miss,12449,2483,3305,8523,57135,711437,12663,24347,5319,3,3,0,1155,3,1,515.46,1,0,2,1,0,0,0,3,339288,289707,120071,23718,10849,38759,4173,25962
miss,13620,2491,2943,6399,54907,705511,16703,27910,5463,3,3,0,1335,3,1,521.58,1,0,2,1,0,0,0,3,336678,275847,119395,6392,10393,44079,3031,23208
miss,15060,2419,3169,6350,3610,738891,14107,29559,7763,2,2,0,1066,2,1,537.92,1,0,2,1,0,0,0,2,379172,317244,106735,23819,10274,44464,3038,25916
miss,15678,2009,2860,6431,1871,564907,25043,35219,10739,3,3,0,1067,3,2,428.36,1,1,2,1,0,0,0,3,285844,231404,87517,23995,7696,29936,3285,34038
miss,15819,2274,3120,6547,4503,663139,14335,27079,5423,2,2,0,1514,2,1,470.99,1,0,2,1,0,0,0,2,326992,272953,101700,23075,10130,34084,3057,23180
miss,15894,2212,2992,6359,57076,617563,14576,27371,5539,3,3,0,1063,3,1,443.74,1,0,2,1,0,0,0,3,309884,257611,105913,25258,11551,29052,3024,18346
miss,16723,2484,3225,6403,22891,739057,12779,29719,10362,3,3,0,1285,3,1,526.13,1,0,2,1,0,0,0,3,348368,298678,131377,21982,11558,41985,2993,26158
miss,17244,2405,3056,6403,59799,687597,13015,27275,5383,3,3,0,1173,3,1,510.92,1,0,2,1,0,0,0,3,338719,283006,116469,22063,10401,36684,3004,23356
miss,17413,2184,3005,6375,23599,644821,12852,24143,5491,3,3,0,1211,3,1,489.01,1,0,2,1,0,0,0,3,330620,278526,86568,25208,11553,37145,3029,18634
miss,17731,1822,2676,6375,1883,528077,12611,27843,5495,3,3,0,1967,3,2,452.97,1,0,2,1,0,0,0,3,290742,238600,66639,22764,13019,18857,5926,54822
miss,17825,2202,3011,8579,58711,603737,12591,26000,5655,3,3,0,1367,3,1,496.51,1,0,2,1,0,0,0,3,306090,256598,85472,21241,10417,37651,3009,26270
miss,20015,2602,3450,6467,54619,758867,14563,24147,5414,3,3,0,1093,3,2,598.74,1,0,2,1,0,0,0,3,383010,328045,119145,24312,10463,45400,3653,42204
miss,23142,2463,3347,13446,23819,733943,12835,28251,5435,3,3,0,2439,3,1,538.60,1,0,2,1,0,0,0,3,368564,311095,114556,26853,10535,43764,4540,26124
miss,23490,2523,3021,6399,54419,735701,12743,23592,5507,3,3,0,1077,3,1,518.11,1,0,2,1,0,0,0,3,360436,300525,113950,28156,10446,39426,3418,23130
miss,24548,2476,3328,6523,55623,704860,12787,27835,5359,3,3,0,1113,3,1,497.65,1,0,2,1,0,0,0,3,346530,291626,106615,39196,10373,43019,4145,23234
miss,24839,2417,3260,8627,58063,670611,15775,33623,5395,3,3,0,1413,3,1,486.79,1,0,2,1,0,0,0,3,326310,279282,97536,27580,13395,44002,3038,26150
miss,25531,2514,3319,6455,57027,718321,13055,29399,5359,3,3,0,953,3,2,582.14,1,0,2,1,0,0,0,3,372854,320477,107435,30928,10462,45999,11657,39558
miss,26239,2587,3479,6538,57263,735390,15275,28011,5311,3,3,0,1025,3,1,496.44,1,0,2,1,0,0,0,3,342438,290227,115048,24889,10402,42329,3046,23342
miss,26520,2504,3231,6439,61423,711317,14362,24939,5415,3,3,0,1389,3,2,519.03,1,0,2,1,0,0,0,3,348772,290592,117149,29450,11544,38175,3285,37142
miss,27059,2498,3332,6475,54951,690296,12851,26859,10603,3,3,0,1143,3,1,515.90,1,0,2,1,0,0,0,3,341230,286852,103177,30706,8858,44034,3052,26012
miss,27347,2382,3174,8707,54604,651233,12698,27267,7782,3,3,0,1071,3,1,478.62,1,0,2,1,0,0,0,3,323564,265369,108393,31490,10388,41675,3024,20338
miss,27864,2231,3056,6339,1943,684377,15287,23835,5403,3,3,0,1623,3,1,489.77,1,0,2,1,0,0,0,3,330286,278023,110892,30359,10374,30341,3034,23364
miss,28283,2442,3277,6511,59587,695691,15756,27415,5383,3,3,0,2013,3,1,505.54,1,0,2,1,0,0,0,3,345246,295702,113317,25957,9267,43286,3026,23168
miss,28985,2450,3344,10681,56875,691779,14135,30471,5355,3,3,0,1073,3,1,481.26,1,0,2,1,0,0,0,3,345138,287296,111236,29245,10377,36586,3015,19703
miss,30158,2528,3380,8939,60011,717093,15555,24543,8163,3,3,0,1385,3,1,515.59,1,0,2,1,0,0,0,3,350294,295603,116047,26796,10476,39555,3023,25225
miss,31596,2352,3170,6407,1879,730759,15619,24939,5322,3,3,0,1629,3,1,518.66,1,0,2,1,0,0,0,3,353634,298365,118986,27139,10396,44828,3042,26110
miss,32214,1875,2749,6307,1879,550143,12627,24311,5487,3,3,0,1045,3,2,394.24,1,0,2,1,0,0,0,3,257845,202408,97387,17148,10404,17285,4444,39964
miss,32357,2222,3192,6387,1919,653377,12827,27048,5463,2,2,0,1514,2,1,489.95,1,1,2,1,0,0,0,2,325414,273715,103703,19457,10177,37875,3427,26008
miss,32430,2267,2751,9104,58239,620061,13055,35527,5451,4,4,0,1414,4,1,427.30,1,0,2,1,0,0,0,4,299357,251965,108355,29426,10670,27876,3399,23732
miss,33260,2464,3346,6423,28279,731777,15659,25303,5435,3,3,0,1285,3,1,500.17,1,0,2,1,0,0,0,3,339610,289990,111496,29179,10764,39088,3021,23892
