set,block,ordinal,source_center,destination_center,half,model_timestamp,model_order,lambda_bits,gamma_bits,sample_rate_bits,norm_strategy,cache_path,local_difference,shared_difference,addgrain_cycles,select_cycles,model_near_cycles,cache_lookup_cycles,polynomial_cycles,gain_cycles
top,23491,2,1634623,1636094,180,1635199,16,0,1065101558,1194083328,2,1,0,0,8080,2683,1189,215,0,0
top,10809,0,822942,824301,178,823423,16,0,1065101558,1194083328,2,4,10,10,268888,52803,33171,13612,1418,24754
top,10809,1,822942,824427,178,823423,16,0,1065101558,1194083328,2,1,0,0,28346,3855,1480,1781,0,0
top,10809,2,822942,824552,178,823423,16,0,1065101558,1194083328,2,1,0,0,8453,3582,1372,193,0,0
top,1194,0,207404,208840,573,207487,16,0,1065101558,1194083328,2,4,10,10,177082,22892,5941,9724,1427,24872
top,1194,1,207643,208976,239,207487,16,0,1065101558,1194083328,2,1,0,0,33643,3969,2945,1779,0,0
top,1194,2,207643,209113,239,207487,16,0,1065101558,1194083328,2,1,0,0,10829,3703,2853,201,0,0
miss,186,0,143063,144396,215,143743,16,0,1065101558,1194083328,2,4,10,10,296825,48748,29625,13612,1417,27880
miss,186,1,143063,144537,215,143743,16,0,1065101558,1194083328,2,1,0,0,30306,3065,1316,1784,0,0
miss,186,2,143274,144679,211,143743,16,0,1065101558,1194083328,2,1,0,0,7436,2767,1192,200,0,0
miss,709,0,176395,177882,194,176767,16,0,1065101558,1194083328,2,4,10,10,295864,51763,31846,13604,327,25205
miss,709,1,176592,178016,197,176767,16,0,1065101558,1194083328,2,1,0,0,31070,3345,1991,1775,0,0
miss,709,2,176592,178149,197,176767,16,0,1065101558,1194083328,2,1,0,0,8476,3097,1898,191,0,0
miss,876,0,187211,188549,203,187903,16,0,1065101558,1194083328,2,4,10,10,257758,43621,26051,13605,1783,24758
miss,876,1,187211,188684,203,187903,16,0,1065101558,1194083328,2,1,0,0,20575,3555,1516,1779,0,0
miss,876,2,187409,188818,198,187903,16,0,1065101558,1194083328,2,1,0,0,10979,6057,1452,199,0,0
miss,1194,0,207404,208840,573,207487,16,0,1065101558,1194083328,2,4,10,10,177082,22892,5941,9724,1427,24872
miss,1194,1,207643,208976,239,207487,16,0,1065101558,1194083328,2,1,0,0,33643,3969,2945,1779,0,0
miss,1194,2,207643,209113,239,207487,16,0,1065101558,1194083328,2,1,0,0,10829,3703,2853,201,0,0
miss,1290,0,213642,214971,230,214015,16,0,1065101558,1194083328,2,4,10,10,274560,41962,32495,10966,665,24918
miss,1290,1,213642,215128,230,214015,16,0,1065101558,1194083328,2,1,0,0,30215,4048,2166,1767,0,0
miss,1290,2,213864,215284,222,214015,16,0,1065101558,1194083328,2,1,0,0,12437,5363,2083,198,0,0
miss,3480,0,353746,355219,182,353791,16,0,1065101558,1194083328,2,4,10,10,304008,50615,34716,13612,322,25216
miss,3480,1,353927,355339,181,353791,16,0,1065101558,1194083328,2,1,0,0,30939,5107,2695,1771,0,0
miss,3480,2,353927,355459,181,353791,16,0,1065101558,1194083328,2,1,0,0,11086,3731,2610,198,0,0
miss,6607,0,553650,555207,412,553855,16,0,1065101558,1194083328,2,4,10,10,306450,47906,37513,9760,1448,30370
miss,6607,1,554067,555483,417,554239,16,0,1065101558,1194083328,2,4,10,10,31545,2377,2064,105,284,18654
miss,6607,2,554067,555759,417,554239,16,0,1065101558,1194083328,2,1,0,0,26645,2216,2003,1789,0,0
miss,6955,0,576223,577575,180,576895,16,0,1065101558,1194083328,2,4,10,10,278042,47197,32441,9724,1413,24996
miss,6955,1,576223,577694,180,576895,16,0,1065101558,1194083328,2,1,0,0,33144,5567,1292,2922,0,0
miss,6955,2,576403,577814,180,576895,16,0,1065101558,1194083328,2,1,0,0,7593,2610,1208,196,0,0
miss,8012,0,643909,645257,185,644479,16,0,1065101558,1194083328,2,4,10,10,311046,53951,31575,9724,5576,33170
miss,8012,1,643909,645379,185,644479,16,0,1065101558,1194083328,2,1,0,0,30110,2977,1281,1779,0,0
miss,8012,2,644094,645501,185,644479,16,0,1065101558,1194083328,2,1,0,0,7444,2738,1198,184,0,0
miss,8301,0,662439,663773,236,662911,16,0,1065101558,1194083328,2,4,10,10,276140,43733,28551,13630,1419,32734
miss,8301,1,662439,663932,236,662911,16,0,1065101558,1194083328,2,1,0,0,28299,3448,1296,1773,0,0
miss,8301,2,662675,664090,236,662911,16,0,1065101558,1194083328,2,1,0,0,10679,5928,1210,202,0,0
miss,8994,0,706604,708078,591,706687,16,0,1065101558,1194083328,2,4,10,10,279552,55449,29633,13630,1413,24996
miss,8994,1,706762,708184,158,706687,16,0,1065101558,1194083328,2,1,0,0,32804,3969,2890,1791,0,0
miss,8994,2,706762,708289,158,706687,16,0,1065101558,1194083328,2,1,0,0,10292,3744,2796,192,0,0
